behind it a bar with chairs and two people , and a bench with one person lying on it . 	 two people 	32	42	1	0
a white and orange freighter on the water in front of a naked , brown hill 	 orange freighter 	12	28	0	0
a white and orange freighter on the water in front of a naked , brown hill 	 brown hill 	64	74	1	1
a white and orange freighter on the water in front of a naked , brown hill 	 brown hill 	64	74	0	0
a white and orange freighter on the water in front of a naked , brown hill 	 brown hill 	64	74	0	0
a white and orange freighter on the water in front of a naked , brown hill 	 brown hill 	64	74	0	0
a white and orange freighter on the water in front of a naked , brown hill 	 orange freighter 	12	28	0	0
a large , white catamaran in the water . 	 the water 	29	38	0	1
a large , white catamaran in the water . 	 white catamaran 	10	25	0	0
a large , white catamaran in the water . 	 the water 	29	38	0	0
a large , white catamaran in the water . 	 the water 	29	38	0	1
a large , white catamaran in the water . 	 the water 	29	38	0	0
a ship cabin with a double bed with blue pillows and towels on it and two windows behind it . 	 a double bed 	18	30	1	1
a ship cabin with a double bed with blue pillows and towels on it and two windows behind it . 	 towels 	53	59	0	0
a ship cabin with a double bed with blue pillows and towels on it and two windows behind it . 	 towels 	53	59	0	1
a ship cabin with a double bed with blue pillows and towels on it and two windows behind it . 	 towels 	53	59	0	0
a ship cabin with a double bed with blue pillows and towels on it and two windows behind it . 	 towels 	53	59	1	0
a ship cabin with a double bed with blue pillows and towels on it and two windows behind it . 	 a double bed 	18	30	0	0
water outside . 	 water outside 	0	13	1	0
a ship cabin with a double bed with blue pillows and towels on it and two windows behind it . 	 a double bed 	18	30	0	0
water outside . 	 water outside 	0	13	1	0
water outside . 	 water outside 	0	13	0	0
tourists are standing with their luggages in front of a brown , wooden house with many little towers , niches , windows and vegetation around . 	 vegetation 	124	134	0	0
tourists are standing with their luggages in front of a brown , wooden house with many little towers , niches , windows and vegetation around . 	 towers 	94	100	0	0
tourists are standing with their luggages in front of a brown , wooden house with many little towers , niches , windows and vegetation around . 	 wooden house 	64	76	0	0
tourists are standing with their luggages in front of a brown , wooden house with many little towers , niches , windows and vegetation around . 	 towers 	94	100	0	0
tourists are standing with their luggages in front of a brown , wooden house with many little towers , niches , windows and vegetation around . 	 towers 	94	100	0	1
tourists are standing with their luggages in front of a brown , wooden house with many little towers , niches , windows and vegetation around . 	 towers 	94	100	0	0
tourists are standing with their luggages in front of a brown , wooden house with many little towers , niches , windows and vegetation around . 	 towers 	94	100	0	0
tourists are standing with their luggages in front of a brown , wooden house with many little towers , niches , windows and vegetation around . 	 towers 	94	100	0	0
tourists are standing with their luggages in front of a brown , wooden house with many little towers , niches , windows and vegetation around . 	 towers 	94	100	0	0
tourists are standing with their luggages in front of a brown , wooden house with many little towers , niches , windows and vegetation around . 	 tourists 	0	8	1	0
tourists are standing with their luggages in front of a brown , wooden house with many little towers , niches , windows and vegetation around . 	 towers 	94	100	0	0
the view of a few lakes surrounded by forests and with many mountains in the background . 	 mountains 	60	69	0	1
the view of a few lakes surrounded by forests and with many mountains in the background . 	 lakes 	18	23	0	0
the view of a few lakes surrounded by forests and with many mountains in the background . 	 mountains 	60	69	0	0
the view of a few lakes surrounded by forests and with many mountains in the background . 	 mountains 	60	69	0	0
the view of a few lakes surrounded by forests and with many mountains in the background . 	 lakes 	18	23	0	0
the view of a few lakes surrounded by forests and with many mountains in the background . 	 mountains 	60	69	0	0
the view of a few lakes surrounded by forests and with many mountains in the background . 	 mountains 	60	69	0	0
the view of a few lakes surrounded by forests and with many mountains in the background . 	 the background 	73	87	0	0
the view of a few lakes surrounded by forests and with many mountains in the background . 	 lakes 	18	23	0	0
a glacier tongue , bare stone on the right and left of it , and a snowcovered mountain . 	 a snowcovered mountain 	64	86	1	1
a glacier tongue , bare stone on the right and left of it , and a snowcovered mountain . 	 a snowcovered mountain 	64	86	0	1
a glacier tongue , bare stone on the right and left of it , and a snowcovered mountain . 	 a snowcovered mountain 	64	86	0	0
the sunset over water , from a ship window . 	 water 	16	21	0	0
